waiting,for,1,second,sample...
22:06:31,3,2,38,93,502,16,121,49,39,291,0,0,32,2,1,4,0,1,
22:06:32,3,2,36,106,504,16,121,49,39,290,0,0,0,0,0,4,1,4,
22:06:33,2,1,30,89,505,16,121,49,39,289,0,0,0,0,0,3,1,3,
22:06:34,20,11,487,1136,506,16,121,49,39,289,0,0,0,0,25,318,1693,872,
22:06:35,97,63,2190,5656,505,16,121,49,39,290,0,0,72,8,144,1866,8903,4652,
22:06:36,98,63,2726,5675,506,16,121,49,39,290,0,0,24,3,172,2178,8806,4963,
22:06:37,44,27,1213,2566,507,16,121,49,39,289,0,0,72,8,85,1111,3921,2336,
22:06:38,2,1,42,103,507,16,121,49,39,289,0,0,24,3,0,2,0,2,
22:06:39,61,32,1476,3719,503,16,121,49,39,292,0,0,0,0,82,1043,5295,2790,
22:06:40,62,41,2228,3227,503,16,121,49,39,291,0,0,72,8,127,1640,4565,3126,
22:06:41,0,0,37,105,502,16,121,49,39,291,0,0,24,3,0,2,0,2,
22:06:42,2,1,36,92,501,16,121,49,39,292,0,0,0,0,0,2,0,2,
22:06:43,1,1,29,85,497,16,121,49,40,293,0,0,0,0,0,2,0,2,
22:06:44,2,1,46,113,490,16,121,49,41,296,0,0,0,0,0,2,0,2,
22:06:45,57,28,1306,2998,474,16,121,49,42,304,0,0,0,0,56,871,3092,1894,
22:06:46,98,59,3077,5163,462,16,121,49,42,312,0,0,0,0,218,2805,7716,5126,
22:06:47,84,48,2346,4626,447,16,121,49,45,317,0,0,116,14,107,1647,5944,3637,
22:06:48,94,58,2754,4830,433,16,121,49,45,330,0,0,68,8,171,2275,5490,3909,
22:06:49,7,6,267,323,438,16,121,49,45,326,0,0,312,4,11,171,368,317,
22:06:50,1,0,35,89,440,16,121,49,44,325,0,0,0,0,0,3,1,3,
22:06:51,3,1,32,94,441,16,121,49,44,325,0,0,0,0,0,3,1,3,
